Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Lagos,PM2.5 - Principal,2021-04-07 01:00 PM,2021,04,07,13,33.6,96,Moderate,27.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-07 02:00 PM,2021,04,07,14,34.0,97,Moderate,34.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-07 03:00 PM,2021,04,07,15,31.4,92,Moderate,28.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-07 04:00 PM,2021,04,07,16,29.1,87,Moderate,26.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-07 05:00 PM,2021,04,07,17,27.5,83,Moderate,25.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-07 06:00 PM,2021,04,07,18,26.8,82,Moderate,26.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-07 07:00 PM,2021,04,07,19,26.4,81,Moderate,26.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-07 08:00 PM,2021,04,07,20,26.2,81,Moderate,26.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-07 09:00 PM,2021,04,07,21,26.2,81,Moderate,26.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-07 10:00 PM,2021,04,07,22,26.0,80,Moderate,25.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-07 11:00 PM,2021,04,07,23,26.3,81,Moderate,26.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-08 12:00 AM,2021,04,08,00,25.9,80,Moderate,25.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-08 01:00 AM,2021,04,08,01,24.1,76,Moderate,21.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-08 02:00 AM,2021,04,08,02,24.4,77,Moderate,23.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-08 03:00 AM,2021,04,08,03,24.4,77,Moderate,23.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-08 04:00 AM,2021,04,08,04,24.5,77,Moderate,24.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-08 05:00 AM,2021,04,08,05,24.5,77,Moderate,25.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-08 06:00 AM,2021,04,08,06,24.6,77,Moderate,24.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-08 07:00 AM,2021,04,08,07,22.3,72,Moderate,17.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-08 08:00 AM,2021,04,08,08,20.8,69,Moderate,17.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-08 09:00 AM,2021,04,08,09,25.3,79,Moderate,32.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-08 10:00 AM,2021,04,08,10,25.6,79,Moderate,25.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-08 11:00 AM,2021,04,08,11,28.1,85,Moderate,31.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-08 12:00 PM,2021,04,08,12,29.3,87,Moderate,30.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-08 01:00 PM,2021,04,08,13,29.4,87,Moderate,29.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-08 02:00 PM,2021,04,08,14,29.7,88,Moderate,30.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-08 03:00 PM,2021,04,08,15,26.8,82,Moderate,23.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-08 04:00 PM,2021,04,08,16,23.6,75,Moderate,19.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-08 05:00 PM,2021,04,08,17,21.1,70,Moderate,17.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-08 06:00 PM,2021,04,08,18,19.9,67,Moderate,18.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-08 07:00 PM,2021,04,08,19,19.6,67,Moderate,19.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-08 08:00 PM,2021,04,08,20,19.5,67,Moderate,19.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-08 09:00 PM,2021,04,08,21,19.5,67,Moderate,19.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-08 10:00 PM,2021,04,08,22,19.4,66,Moderate,19.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-08 11:00 PM,2021,04,08,23,19.8,67,Moderate,20.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-09 12:00 AM,2021,04,09,00,21.6,71,Moderate,24.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-09 01:00 AM,2021,04,09,01,33.0,95,Moderate,44.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-09 02:00 AM,2021,04,09,02,30.7,90,Moderate,28.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-09 03:00 AM,2021,04,09,03,23.7,75,Moderate,16.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-09 04:00 AM,2021,04,09,04,21.6,71,Moderate,19.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-09 05:00 AM,2021,04,09,05,21.1,70,Moderate,20.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-09 06:00 AM,2021,04,09,06,16.1,59,Moderate,11.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-09 07:00 AM,2021,04,09,07,16.8,61,Moderate,17.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-09 08:00 AM,2021,04,09,08,18.4,64,Moderate,20.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-09 09:00 AM,2021,04,09,09,18.7,65,Moderate,19.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-09 10:00 AM,2021,04,09,10,20.8,69,Moderate,22.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-09 11:00 AM,2021,04,09,11,22.0,72,Moderate,23.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-09 12:00 PM,2021,04,09,12,18.5,64,Moderate,15.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-09 01:00 PM,2021,04,09,13,16.7,61,Moderate,14.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-09 02:00 PM,2021,04,09,14,15.6,58,Moderate,14.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-09 03:00 PM,2021,04,09,15,15.3,58,Moderate,14.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-09 04:00 PM,2021,04,09,16,15.3,58,Moderate,15.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-09 05:00 PM,2021,04,09,17,15.0,57,Moderate,14.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-09 06:00 PM,2021,04,09,18,15.1,57,Moderate,14.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-09 07:00 PM,2021,04,09,19,16.2,60,Moderate,18.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-09 08:00 PM,2021,04,09,20,15.6,58,Moderate,14.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-09 09:00 PM,2021,04,09,21,15.7,59,Moderate,15.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-09 10:00 PM,2021,04,09,22,14.6,56,Moderate,13.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-09 11:00 PM,2021,04,09,23,14.5,56,Moderate,13.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-10 12:00 AM,2021,04,10,00,15.3,58,Moderate,17.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-10 01:00 AM,2021,04,10,01,16.7,61,Moderate,19.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-10 02:00 AM,2021,04,10,02,18.5,64,Moderate,21.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-10 03:00 AM,2021,04,10,03,21.0,70,Moderate,23.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-10 04:00 AM,2021,04,10,04,30.5,90,Moderate,39.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-10 05:00 AM,2021,04,10,05,43.6,121,Unhealthy for Sensitive Groups,56.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-10 06:00 AM,2021,04,10,06,51.3,140,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-10 07:00 AM,2021,04,10,07,57.8,152,Unhealthy,64.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-10 08:00 AM,2021,04,10,08,67.1,157,Unhealthy,76.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-10 09:00 AM,2021,04,10,09,59.0,153,Unhealthy,50.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-10 10:00 AM,2021,04,10,10,36.2,103,Unhealthy for Sensitive Groups,13.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-10 11:00 AM,2021,04,10,11,24.6,77,Moderate,13.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-10 12:00 PM,2021,04,10,12,18.6,65,Moderate,12.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-10 01:00 PM,2021,04,10,13,16.0,59,Moderate,13.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-10 02:00 PM,2021,04,10,14,14.1,55,Moderate,12.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-10 03:00 PM,2021,04,10,15,13.7,54,Moderate,13.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-10 04:00 PM,2021,04,10,16,14.4,56,Moderate,15.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-10 05:00 PM,2021,04,10,17,15.6,58,Moderate,16.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-10 06:00 PM,2021,04,10,18,16.1,59,Moderate,16.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-10 07:00 PM,2021,04,10,19,17.5,62,Moderate,18.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-10 08:00 PM,2021,04,10,20,16.5,60,Moderate,15.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-10 09:00 PM,2021,04,10,21,13.8,55,Moderate,10.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-10 10:00 PM,2021,04,10,22,15.0,57,Moderate,16.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-10 11:00 PM,2021,04,10,23,18.3,64,Moderate,21.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-11 12:00 AM,2021,04,11,00,26.3,81,Moderate,34.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-11 01:00 AM,2021,04,11,01,20.8,69,Moderate,15.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-11 02:00 AM,2021,04,11,02,26.4,81,Moderate,31.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-11 03:00 AM,2021,04,11,03,33.7,96,Moderate,41.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-11 04:00 AM,2021,04,11,04,29.6,88,Moderate,25.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-11 05:00 AM,2021,04,11,05,34.5,98,Moderate,39.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-11 06:00 AM,2021,04,11,06,39.9,112,Unhealthy for Sensitive Groups,45.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-11 07:00 AM,2021,04,11,07,29.2,87,Moderate,18.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-11 08:00 AM,2021,04,11,08,25.0,78,Moderate,20.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-11 09:00 AM,2021,04,11,09,30.4,89,Moderate,35.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-11 10:00 AM,2021,04,11,10,34.6,98,Moderate,38.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-11 11:00 AM,2021,04,11,11,25.8,80,Moderate,17.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-11 12:00 PM,2021,04,11,12,18.3,64,Moderate,10.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-11 01:00 PM,2021,04,11,13,15.7,59,Moderate,13.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-11 02:00 PM,2021,04,11,14,15.2,58,Moderate,14.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-11 03:00 PM,2021,04,11,15,15.3,58,Moderate,15.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-11 04:00 PM,2021,04,11,16,14.7,56,Moderate,14.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-11 05:00 PM,2021,04,11,17,14.3,56,Moderate,13.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-11 06:00 PM,2021,04,11,18,14.9,57,Moderate,15.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-11 07:00 PM,2021,04,11,19,15.6,58,Moderate,16.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-11 08:00 PM,2021,04,11,20,17.1,62,Moderate,18.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-11 09:00 PM,2021,04,11,21,15.1,57,Moderate,13.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-11 10:00 PM,2021,04,11,22,15.2,58,Moderate,15.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-11 11:00 PM,2021,04,11,23,13.7,54,Moderate,11.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-12 12:00 AM,2021,04,12,00,12.2,51,Moderate,10.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-12 01:00 AM,2021,04,12,01,12.8,52,Moderate,13.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-12 02:00 AM,2021,04,12,02,12.7,52,Moderate,12.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-12 03:00 AM,2021,04,12,03,12.6,52,Moderate,12.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-12 04:00 AM,2021,04,12,04,15.6,58,Moderate,19.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-12 05:00 AM,2021,04,12,05,17.6,63,Moderate,19.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-12 06:00 AM,2021,04,12,06,19.9,67,Moderate,22.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-12 07:00 AM,2021,04,12,07,22.3,72,Moderate,24.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-12 08:00 AM,2021,04,12,08,43.6,121,Unhealthy for Sensitive Groups,64.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-12 09:00 AM,2021,04,12,09,55.7,151,Unhealthy,67.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-12 10:00 AM,2021,04,12,10,47.9,132,Unhealthy for Sensitive Groups,40.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-12 11:00 AM,2021,04,12,11,59.9,153,Unhealthy,71.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-12 12:00 PM,2021,04,12,12,58.5,153,Unhealthy,57.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-12 01:00 PM,2021,04,12,13,44.1,122,Unhealthy for Sensitive Groups,29.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-12 02:00 PM,2021,04,12,14,30.9,91,Moderate,17.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-12 03:00 PM,2021,04,12,15,24.4,77,Moderate,18.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-12 04:00 PM,2021,04,12,16,21.1,70,Moderate,17.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-12 05:00 PM,2021,04,12,17,19.0,66,Moderate,16.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-12 06:00 PM,2021,04,12,18,17.3,62,Moderate,15.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-12 07:00 PM,2021,04,12,19,16.9,61,Moderate,16.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-12 08:00 PM,2021,04,12,20,16.9,61,Moderate,-999.0,UG/M3,1 Hr,Missing
Lagos,PM2.5 - Principal,2021-04-12 10:00 PM,2021,04,12,22,-999.0,-999,N/A,15.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-12 11:00 PM,2021,04,12,23,15.6,58,Moderate,15.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-13 12:00 AM,2021,04,13,00,14.6,56,Moderate,13.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-13 01:00 AM,2021,04,13,01,14.7,56,Moderate,13.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-13 02:00 AM,2021,04,13,02,14.8,57,Moderate,15.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-13 03:00 AM,2021,04,13,03,14.5,56,Moderate,13.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-13 04:00 AM,2021,04,13,04,14.1,55,Moderate,13.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-13 05:00 AM,2021,04,13,05,13.7,54,Moderate,12.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-13 06:00 AM,2021,04,13,06,13.6,54,Moderate,13.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-13 07:00 AM,2021,04,13,07,13.6,54,Moderate,13.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-13 08:00 AM,2021,04,13,08,14.2,55,Moderate,16.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-13 09:00 AM,2021,04,13,09,14.3,56,Moderate,14.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-13 10:00 AM,2021,04,13,10,15.1,57,Moderate,17.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-13 11:00 AM,2021,04,13,11,14.7,56,Moderate,13.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-13 12:00 PM,2021,04,13,12,14.7,56,Moderate,-999.0,UG/M3,1 Hr,Missing
Lagos,PM2.5 - Principal,2021-04-14 02:00 PM,2021,04,14,14,-999.0,-999,N/A,21.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-14 03:00 PM,2021,04,14,15,20.2,68,Moderate,19.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-14 04:00 PM,2021,04,14,16,18.0,63,Moderate,15.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-14 05:00 PM,2021,04,14,17,17.4,62,Moderate,16.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-14 06:00 PM,2021,04,14,18,15.8,59,Moderate,13.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-14 07:00 PM,2021,04,14,19,16.6,60,Moderate,17.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-14 08:00 PM,2021,04,14,20,16.8,61,Moderate,17.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-14 09:00 PM,2021,04,14,21,17.3,62,Moderate,18.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-14 10:00 PM,2021,04,14,22,16.4,60,Moderate,14.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-14 11:00 PM,2021,04,14,23,19.2,66,Moderate,23.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-15 12:00 AM,2021,04,15,00,19.3,66,Moderate,19.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-15 01:00 AM,2021,04,15,01,20.8,69,Moderate,22.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-15 02:00 AM,2021,04,15,02,19.6,67,Moderate,17.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-15 03:00 AM,2021,04,15,03,19.1,66,Moderate,18.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-15 04:00 AM,2021,04,15,04,18.8,65,Moderate,18.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-15 05:00 AM,2021,04,15,05,20.7,69,Moderate,23.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-15 06:00 AM,2021,04,15,06,26.3,81,Moderate,31.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-15 07:00 AM,2021,04,15,07,31.7,92,Moderate,37.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-15 08:00 AM,2021,04,15,08,32.0,93,Moderate,32.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-15 09:00 AM,2021,04,15,09,39.1,110,Unhealthy for Sensitive Groups,46.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-15 10:00 AM,2021,04,15,10,32.5,94,Moderate,25.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-15 11:00 AM,2021,04,15,11,25.6,79,Moderate,18.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-15 12:00 PM,2021,04,15,12,23.6,75,Moderate,21.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-15 01:00 PM,2021,04,15,13,21.3,70,Moderate,19.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-15 02:00 PM,2021,04,15,14,19.2,66,Moderate,17.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-15 03:00 PM,2021,04,15,15,21.0,70,Moderate,22.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-15 04:00 PM,2021,04,15,16,20.2,68,Moderate,19.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-15 05:00 PM,2021,04,15,17,18.0,63,Moderate,15.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-15 06:00 PM,2021,04,15,18,16.9,61,Moderate,15.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-15 07:00 PM,2021,04,15,19,16.3,60,Moderate,15.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-15 08:00 PM,2021,04,15,20,17.5,62,Moderate,18.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-15 09:00 PM,2021,04,15,21,20.4,68,Moderate,24.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-15 10:00 PM,2021,04,15,22,27.7,84,Moderate,34.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-15 11:00 PM,2021,04,15,23,32.0,93,Moderate,36.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-16 12:00 AM,2021,04,16,00,34.0,97,Moderate,36.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-16 01:00 AM,2021,04,16,01,27.9,84,Moderate,21.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-16 02:00 AM,2021,04,16,02,21.5,71,Moderate,15.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-16 03:00 AM,2021,04,16,03,17.1,62,Moderate,12.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-16 04:00 AM,2021,04,16,04,19.0,66,Moderate,20.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-16 05:00 AM,2021,04,16,05,17.4,62,Moderate,15.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-16 06:00 AM,2021,04,16,06,16.0,59,Moderate,14.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-16 07:00 AM,2021,04,16,07,16.4,60,Moderate,16.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-16 08:00 AM,2021,04,16,08,20.8,69,Moderate,25.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-16 09:00 AM,2021,04,16,09,20.5,69,Moderate,20.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-16 10:00 AM,2021,04,16,10,19.0,66,Moderate,17.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-16 11:00 AM,2021,04,16,11,18.6,65,Moderate,18.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-16 12:00 PM,2021,04,16,12,19.7,67,Moderate,20.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-16 01:00 PM,2021,04,16,13,22.4,73,Moderate,25.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-16 02:00 PM,2021,04,16,14,20.7,69,Moderate,19.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-16 03:00 PM,2021,04,16,15,30.2,89,Moderate,39.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-16 04:00 PM,2021,04,16,16,23.3,75,Moderate,16.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-16 05:00 PM,2021,04,16,17,18.9,65,Moderate,14.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-16 06:00 PM,2021,04,16,18,33.3,96,Moderate,47.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-04-16 07:00 PM,2021,04,16,19,30.3,89,Moderate,27.3,UG/M3,1 Hr,Valid
