Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7201.776852,8177.841468,8442.418987,8593.399521,8523.810092,8777.87463,9274.504975,9355.092783,9539.827032,9643.033512,10300.53186,10484.40932,11284.43017,12341.61134,13070.55949,13745.92042,14702.9593,16150.3345,16326.32273,16433.26016,17388.89561,18008.8018,15950.10052,15273.84232,15235.70169,13588.46881,14011.54971,14535.87358,13795.31747,12913.16284,13116.07236
Iraq,IRQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2678.338144,3530.889872,4572.156064,4704.770235,4756.754955,5213.703398,6233.090953,8241.011141,9533.393821,11058.46746,11162.5268,10107.28531,6339.8358,9731.940002,9972.276173,10646.21996,10953.52855,11883.36825,12127.62646,12717.01714,13515.54593,15163.35014,15535.34598,13888.07638,9763.90409,9428.606621,10719.01222,10594.62358,11012.05109,9763.509991
Iceland,ISL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23896.64169,24714.81335,26863.69355,28719.95206,29557.54183,29792.04638,31889.81586,32607.10588,32665.5424,35586.68775,37322.73993,39647.2274,41413.10224,43728.11406,41895.00572,39805.67116,40936.86783,42004.44761,44409.66895,45996.96875,49201.0641,53480.39719,55638.49206,58222.33806,60081.84927,55216.02618
Israel,ISR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19968.98875,20817.49697,21458.93415,22098.02387,22635.47318,24998.38497,24975.33954,25284.81707,23886.74482,25254.73373,24854.38019,25706.57805,27499.17949,27462.7338,27490.97733,28825.64583,30486.8529,31693.04775,34152.30443,34266.99518,35475.17729,37794.80754,38833.97343,40343.09695,41947.58994,41854.93415
Italy,ITA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18592.62596,19503.58893,20100.8018,20389.11021,21268.10469,22340.5589,23002.28446,23867.52857,25020.06428,25602.38947,27084.19182,28045.86078,28736.57711,29166.83245,29530.21531,30130.64446,32410.17803,34099.7863,35523.27131,34628.39721,35185.29289,36598.01497,36486.29679,36314.6971,36194.87392,36899.38521,39926.95466,41581.12079,43123.60575,44850.92647,41839.99102
Jamaica,JAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4765.937623,5124.354822,5296.470879,5876.352605,6025.546428,6235.169268,6280.331524,6253.970906,6117.62027,6214.266672,6355.847256,6533.373757,6723.677974,7056.147973,7300.058467,7553.201406,7965.477139,8255.173533,8306.504862,7966.130799,7900.199479,8159.876165,8187.193674,8442.983667,8545.102837,8792.056957,9194.156739,9600.104746,9968.594493,10190.47465,9221.593305
Jordan,JOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4388.925906,4371.749159,4833.848186,4894.888761,4999.50562,5210.00401,5251.329543,5386.941488,5503.334763,5671.329567,5937.212056,6271.094807,6611.771075,6864.408925,7452.618815,8043.570462,8619.905762,9171.451177,9565.494346,9628.060413,9460.291373,9402.616204,9189.189214,9322.302454,9181.046372,9464.682242,9445.916863,10003.57498,10253.81745,10497.29792,10355.63132
Japan,JPN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19570.54854,20841.78568,21417.88235,21741.18439,22363.43127,23403.48313,24515.11628,25146.20043,25074.05769,25325.70726,26838.69136,27472.54712,28160.10761,28924.68216,30348.04174,31663.4531,33090.19626,34501.50901,34798.7659,33198.6164,34986.99454,35774.69671,37191.38595,38974.07949,39179.15561,40388.55277,39964.27701,40966.59322,41695.63794,42197.25481,
Kazakhstan,KAZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8270.779757,7561.952121,7329.986133,6837.618129,6192.493209,5924.82884,6156.123327,6470.002696,6530.413116,6868.859431,7733.789443,8985.655501,10021.89696,11119.88707,12428.83683,13934.72114,15725.3455,17384.92452,17968.23634,17962.83012,19225.07691,20779.44425,22032.17454,24504.76609,24726.47287,23224.11784,23818.82483,24862.96612,26157.65965,27466.22062,26728.54392
Kenya,KEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476.470989,1498.023354,1471.639392,1464.965897,1489.243118,1540.713661,1587.053334,1576.527337,1601.281416,1616.519573,1617.534955,1669.329779,1659.382891,1693.256429,1778.543664,1889.787782,2016.604274,2152.221353,2139.158708,2166.326863,2311.976436,2437.880266,2530.344618,2767.396914,3021.427818,3361.977137,3635.276515,4046.234771,4304.771636,4512.981897,4452.206024
Kyrgyz Republic,KGZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2546.332254,2384.017155,2076.830673,1796.848315,1467.131134,1402.579196,1506.975557,1660.561939,1688.776656,1749.594379,1863.73919,1987.031712,1999.672673,2157.265386,2342.492744,2384.178026,2505.465168,2766.054482,3027.863024,3101.336928,3085.651935,3297.366837,3618.149726,4042.893053,4281.824074,4214.829509,4681.174733,5046.691535,5256.397923,5480.742698,4965.031876
Cambodia,KHM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.052555,727.1104117,789.9784828,826.5392346,850.0469965,876.4386318,977.9487409,1075.410203,1164.580646,1237.653777,1344.623967,1499.086236,1723.314317,1936.882901,2159.624609,2314.462012,2299.386884,2427.244502,2611.306349,2868.737515,3045.590961,3185.336272,3388.737638,3675.03862,3928.373934,4259.203119,4574.403027,4422.045743
Kiribati,KIR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1261.562961,1281.253495,1302.940322,1328.633798,1363.171086,1372.98668,1400.416188,1425.116747,1509.863023,1482.451188,1582.918808,1567.132487,1624.50952,1658.769866,1644.972761,1745.088268,1758.496776,1800.680276,1756.748131,1746.021506,1716.009211,1749.116551,1838.182029,1921.667894,1916.905858,2106.865391,2206.437261,2235.694985,2308.178768,2366.11136,2417.767466
St. Kitts and Nevis,KNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9360.141026,9467.783076,10020.01079,10835.28997,11519.82391,12259.30041,13090.29277,14096.91576,14065.41555,14593.88424,16246.82904,17272.08295,17562.38893,16966.66856,17895.22224,20019.98675,21059.3,21556.33008,23122.9095,22162.39654,22096.7052,22770.50519,21489.25979,22153.332,23950.13742,23921.52443,24925.45116,25360.09102,26523.52663,27345.05452,24536.65184
"Korea, Rep.",KOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8352.579893,9471.520346,10181.4991,11026.96267,12183.10703,13497.97804,14689.09436,15716.3477,14969.55423,16807.12948,18539.37698,19713.5273,21396.83775,22084.62639,23763.54553,25186.86757,26875.07048,29050.37565,29946.07749,29529.88442,31748.28179,32546.75365,33557.12872,34244.31214,35324.49767,37902.4004,39575.45428,40957.41806,42487.04195,42727.95076,43124.29469
Kuwait,KWT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59930.39246,60606.34869,60095.5506,58839.26436,55000.89277,56179.29502,55943.35811,57617.5353,68071.04864,75700.70189,83689.26933,88660.52111,91473.2067,90096.43569,79424.38084,73965.97061,78178.22037,82680.40594,78058.38006,70082.46284,47230.66013,44685.49743,50855.55286,51690.56886,51962.0477,
Latin America & Caribbean (excluding high income),LAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6072.015886,6366.917784,6553.137292,6744.768602,7130.716261,7220.407434,7508.0397,7897.115653,8048.920112,8076.086648,8435.759692,8526.962403,8618.95397,8887.833651,9493.807433,10065.50511,10841.96217,11597.58436,12230.30907,12059.7,12869.50624,13716.39016,13984.28195,14460.47602,14778.70864,14566.58118,14790.74108,15396.66266,15851.2147,16141.88148,15092.14541
Lao PDR,LAO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.760259,1075.512133,1129.932347,1193.379432,1286.049376,1373.254755,1463.661541,1559.989616,1610.077188,1722.283491,1831.968818,1948.394966,2064.430693,2196.991651,2363.318829,2569.536959,2829.041968,3073.742304,3321.909776,3538.648499,3822.625307,4150.826134,4841.645315,5289.478007,5873.749297,6168.481302,6843.559583,7257.812107,7775.131876,8220.178873,8234.454537
Lebanon,LBN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3839.286738,5690.824474,6437.063793,6916.748352,7284.218156,7636.050057,8456.243141,8579.32308,8908.475362,8859.476264,8952.116927,9146.927213,9170.331421,9189.065038,9667.999483,9955.020556,10281.72577,11522.563,12819.01116,14095.5676,14961.73493,14669.41582,14819.59096,14976.7806,15029.6097,15067.76768,15479.82042,15987.65434,15962.42148,15166.97971,12288.75852
Liberia,LBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993.4036591,1007.52975,1037.12223,725.3854272,750.1443204,793.4946724,853.7920324,923.51501,967.9457393,987.0081571,1022.056484,1093.54032,1174.048256,1339.300238,1381.939303,1292.096807,1379.055624,1515.64454,1532.947589,1488.201471,1428.1893
Libya,LBY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17287.20949,18043.56932,17830.22704,17653.6789,19998.58607,21116.57711,23987.54623,25925.36619,27896.30338,28792.91031,28430.08417,29895.20031,11482.10066,24285.29626,19869.13927,14303.01299,12220.0234,11108.72368,13238.00054,15378.57276,15815.87691,10846.94382
St. Lucia,LCA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6824.627315,6981.666087,7613.13862,7749.098898,7948.087179,8155.925044,8435.080042,8403.367131,8908.040443,9160.358217,9265.146239,9062.021376,9173.640724,9673.424753,10570.77629,10749.90076,11621.25034,11971.26801,12629.82331,12207.27014,12412.87751,13256.92641,13079.77252,13489.69609,13760.25078,13551.34523,14291.02275,14945.73328,15627.78683,16101.65446,12943.82194
Latin America & Caribbean,LCN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6271.306911,6608.673473,6841.045896,7042.763823,7407.723091,7542.567296,7832.347485,8254.135295,8413.687615,8414.791831,8792.010899,8922.361372,8966.865901,9195.148119,9898.789388,10528.3929,11414.24491,12222.92316,12840.34266,12637.36259,13425.73286,14306.49783,14596.67408,15088.46101,15413.3229,15207.42194,15471.234,16110.26107,16585.7889,16932.86315,15868.41241
Least developed countries: UN classification,LDC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.5988405,928.3353638,933.7184976,934.4144504,938.521248,987.7813204,1036.186887,1076.363576,1104.418451,1141.559356,1189.925074,1250.378975,1300.385106,1363.090642,1454.775906,1578.928925,1707.055711,1849.859423,1970.432552,2038.717356,2143.208165,2224.718173,2298.681148,2413.553058,2572.689661,2625.052495,2739.531177,2874.757438,3030.121962,3162.406319,3118.959715
Low income,LIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898.2678338,911.8369138,902.7637208,911.0628907,916.0279206,953.7792669,996.5429876,1034.815987,1054.110612,1077.273504,1106.253357,1159.179515,1189.687422,1237.403462,1306.563622,1402.44996,1499.444427,1611.379033,1702.305796,1755.270251,1850.137562,1877.873466,1827.429785,1902.754917,2073.825544,2136.450231,2248.777075,2331.731089,2438.361482,2528.914839,2523.773255
Liechtenstein,LIE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2306.770599,2464.612023,2601.854932,2817.420355,3010.235308,3216.008589,3376.321199,3634.039287,3828.186041,4029.046907,4339.682864,4335.367902,4542.337369,4860.338134,5218.681236,5670.955129,6242.371558,6795.344797,7287.585222,7550.294887,8194.269254,9007.734199,10315.18025,10852.06404,11256.85605,11557.48705,12224.21577,12584.10479,13169.0947,13622.86045,13225.4088
Lower middle income,LMC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.452262,2096.128679,2159.524657,2200.67169,2254.543045,2363.788691,2498.213796,2578.488959,2590.851401,2695.980727,2830.552961,2958.187516,3092.711566,3298.779218,3552.892177,3827.614346,4135.104602,4468.536056,4664.198271,4839.813515,5139.289694,5415.013153,5707.110058,5921.02602,6082.520848,6186.825437,6431.788024,6724.140194,7121.204829,7407.538662,7092.005178
Low & middle income,LMY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2523.017896,2612.923282,2677.516103,2771.899501,2867.815136,3002.320596,3172.112129,3326.557906,3349.53492,3480.436314,3713.449701,3886.918161,4078.871698,4349.038461,4747.502256,5184.540021,5752.345877,6333.444187,6814.99363,7018.227576,7545.413635,8088.203512,8552.777511,8946.366587,9211.788372,9276.455404,9573.110852,10034.38828,10645.19511,11089.95575,10849.33184
Lesotho,LSO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.45801,878.4548422,939.5426773,973.7322151,1031.863509,1066.80604,1125.972718,1167.433868,1181.041598,1190.560375,1256.2162,1327.577427,1362.290259,1459.110307,1533.171802,1643.78796,1770.654116,1897.23119,2040.728783,2027.403401,2153.154994,2290.128695,2308.929035,2563.068351,2804.178667,3077.397834,2990.283703,2668.291425,2677.436314,2693.198373,2405.096517
Late-demographic dividend,LTE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2865.610218,2961.933711,3025.315739,3201.546722,3384.750241,3614.890025,3834.750027,4067.765404,4178.042463,4387.783176,4768.022923,5087.967149,5460.357739,5932.443423,6549.858118,7254.209812,8257.044744,9288.257046,10228.4086,10624.32968,11552.83996,12620.98352,13473.62065,14218.96799,14708.07924,14734.58929,15192.1658,16026.39365,17240.69934,18228.44662,18313.11594
Lithuania,LTU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5916.114205,6369.852968,7067.09388,7762.225843,7820.717972,8449.565431,9440.15402,10480.72101,12055.23072,13019.57473,14510.53009,16461.79074,19071.44024,20721.0132,18130.05571,20112.09781,22884.82495,24703.68582,26721.57967,28184.47233,28834.42768,30925.17085,33761.87124,36346.39753,38764.99773,38734.72932
Luxembourg,LUX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29639.00019,32846.98728,33755.49341,35526.67231,37162.2001,39601.24892,41294.86017,42835.67866,44395.42433,50627.92776,55365.29306,55895.61695,58771.50927,60043.96158,64056.87114,68220.06448,77928.01121,83960.98025,86693.89512,82321.87407,85685.785,92005.01684,91622.17742,95590.5387,101297.5757,103722.9908,110660.8669,112308.1738,116644.8481,120962.1878,118359.5262
Latvia,LVA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5501.053505,5788.711353,6478.932592,7060.886441,7397.610508,8033.305131,9036.579703,10068.68266,11028.41245,12239.67495,13877.6633,15799.45103,18185.44724,19519.62985,16975.8847,17656.51205,19879.20273,21407.51973,22812.91509,23803.8094,24961.35468,26710.1028,28650.00776,30799.42842,32002.75677,32019.22234
"Macao SAR, China",MAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27248.0807,28390.45151,32110.51472,33839.51305,35306.06809,36489.79007,36262.96987,36054.19419,34091.18044,33059.8753,34957.32765,35903.46339,38757.98716,42986.54722,54543.27516,59366.35668,67816.17077,78028.46245,80531.41613,80435.60836,99581.22844,120804.8242,134012.0148,153563.911,152856.3411,116330.4144,114930.0011,126183.6761,135596.1053,132539.1514,57807.16204
St. Martin (French part),MAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549.079953,2774.439969,2729.058082,2725.603022,3028.392545,2879.880791,3248.058256,3208.421716,3434.527511,3477.878951,3579.349953,3878.290438,4014.239165,4281.400389,4553.557135,4793.267028,5250.521676,5516.874271,5886.672112,6107.380271,6332.125667,6712.323178,6702.418324,6916.013032,6609.609108,7024.963089,7113.0046,7312.056779,7625.735753,7856.245057,7296.158065
Monaco,MCO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3186.275181,3060.050313,3175.811555,3002.661906,2948.042426,3083.73543,3351.094251,3678.128467,4004.961,4428.072832,4920.413061,5327.428299,5647.725732,6218.499816,5897.391828,6396.089272,6913.602292,7363.162319,8381.671833,8827.054108,9254.848605,10610.47784,11651.31745,12659.98366,13572.70437,13001.55005
Madagascar,MDG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212.97927,1141.059463,1146.428489,1162.867811,1151.667133,1159.278374,1168.871649,1194.690344,1216.383616,1251.883972,1295.847874,1360.818239,1174.408527,1274.200237,1336.765705,1401.930419,1478.503104,1559.228132,1648.50405,1550.578323,1534.891278,1548.32761,1530.934508,1535.488761,1555.82272,1546.837624,1606.667579,1584.424475,1630.278464,1686.979946,1593.071266
Maldives,MDV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6178.299478,6654.045875,7207.688376,7700.563196,8140.217738,8460.551966,8104.626186,8594.783806,9678.614761,10248.25024,8940.544349,11336.57384,12251.65736,13345.16707,12123.85656,12712.34321,13542.99867,13690.7352,14774.18564,15993.05869,16768.82598,17411.26426,18058.58108,19246.80748,20357.00914,13765.63598
Middle East & North Africa,MEA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7790.424519,8532.097718,8955.575504,9164.221461,9325.633005,9496.061488,9916.508149,10213.716,10622.74398,10769.17918,11537.14949,11720.174,11866.74479,12403.58086,13514.01255,14289.998,15202.28462,16066.6341,16747.99316,16641.44611,17309.48882,17910.37154,18497.96775,18379.3931,18039.33369,16239.71452,15902.00287,16555.73793,16848.68666,16978.23454,16405.48298
Mexico,MEX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8081.835772,8559.900334,8936.048117,8555.64056,9014.382314,8482.6126,9076.087637,9712.090655,10173.16628,10448.82437,11089.81343,11129.86907,11187.47696,11482.44959,12085.76156,12657.63767,13808.17737,14290.06711,14924.82161,14558.24494,15260.62082,16520.25922,17162.92737,17373.89746,18056.78981,18301.50047,19323.66587,19721.26098,20257.82609,20447.88507,18833.08242
Marshall Islands,MHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.004024,1972.301237,2124.472187,2278.318103,2444.802671,2688.225806,2452.056845,2336.800809,2348.253578,2349.365646,2418.292345,2606.293342,2696.382046,2646.635623,2692.770294,2801.826733,2850.283957,3006.251211,2869.195953,2978.416548,3208.012108,3245.584664,3221.194657,3396.187647,3411.16024,3483.331518,3538.943155,3706.253158,3898.087626,4199.47614,
Middle income,MIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2646.210957,2743.118728,2814.551185,2917.214671,3021.928756,3166.362153,3348.541708,3514.729057,3540.948119,3683.33258,3935.909371,4123.592083,4333.230496,4627.097572,5059.445793,5532.95699,6149.808028,6781.738372,7308.172168,7534.534933,8112.380277,8713.641962,9236.550608,9672.681207,9962.314673,10040.09165,10370.02452,10884.67313,11564.61979,12064.92097,11815.91343
North Macedonia,MKD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5526.330698,5368.505042,5142.346469,4882.366364,4904.663225,4947.825722,5082.290506,5217.762261,5435.614603,5703.948234,6128.852756,6028.903358,6305.392634,6503.163541,7080.685557,7759.682543,8582.262248,9240.780529,10417.97284,10920.28917,11283.33267,11611.24859,11839.72572,12653.56372,13368.19071,13827.412,15077.9047,15649.92742,16671.69859,17583.37937,16926.62414
Mali,MLI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.2248551,909.1043376,878.052876,903.1996105,931.9503753,935.1343628,993.3407741,1032.319291,1094.128257,1142.074749,1134.540845,1299.113231,1320.212365,1422.561686,1437.303131,1528.693782,1594.965013,1639.393681,1693.719715,1731.268439,1787.161674,1826.647557,1763.840251,1812.96622,1915.304472,2032.655872,2189.006622,2246.797421,2338.533676,2420.110906,2338.507523
Malta,MLT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9002.513006,9626.280118,10201.71744,10802.93295,11548.62096,12451.4972,13047.48817,13815.30553,14469.9954,15110.4835,18363.48842,18518.54624,19599.84604,20907.96316,21527.47135,22306.68086,23289.81421,25028.76051,26523.47092,26669.15697,28744.70012,28973.19563,30243.98766,32295.8786,34344.11145,37455.07059,39886.9498,42644.05085,44482.23968,46766.76668,42640.1161
Myanmar,MMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.3341152,431.0690698,477.6547994,512.5995961,556.2961333,600.253426,642.5660447,681.7686153,720.5408831,800.9401147,920.6648057,1036.378205,1167.578124,1341.340414,1550.912655,1801.919118,2084.249687,2381.405911,2660.177816,2944.33323,3242.999912,3469.139425,3727.1417,4016.315686,4245.806309,4416.5469,4492.020608,4739.915445,5149.937942,5297.441905,4793.556835
Middle East & North Africa (excluding high income),MNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4791.184963,5155.299343,5385.678125,5535.184343,5608.847489,5760.808702,6089.249443,6285.909603,6665.07668,6938.22116,7418.136175,7615.939725,7829.901576,7974.288558,8700.325119,9192.948186,9783.420787,10478.16911,10880.61234,11050.48098,11556.94653,11511.38042,11817.04895,11705.0244,11339.65202,10620.38928,10573.4116,10903.90451,11014.39661,11067.39065,10729.97176
Montenegro,MNE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6004.402945,6773.19696,7100.298233,7333.332788,7835.759367,8313.658703,10444.75748,12444.22471,13816.525,13031.70891,13646.47218,14472.42551,13863.96542,14870.17622,15371.18463,16332.7899,18199.33029,19682.28335,21547.28716,23343.93005,20566.63841
Mongolia,MNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3346.578553,3110.865236,2854.324542,2804.731503,2903.596845,3129.43587,3231.869516,3387.670017,3510.27713,3638.534932,3729.2515,3887.617211,4095.956473,4418.138425,4963.617727,5424.230118,5989.659985,6689.462292,7319.096892,7167.246789,7581.546671,8912.873391,10227.53027,10549.89206,11056.29853,10767.15474,10742.65661,11311.76113,12201.64701,12837.66772,12100.5867
Northern Mariana Islands,MNP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.4912201,308.1079491,285.5869413,310.6273614,324.9395847,327.5226203,359.7940319,396.5101893,429.8685565,474.9368177,478.3107073,532.5498968,574.1496544,606.7072778,652.7959622,697.4311012,766.2768748,824.4820045,877.5984491,914.7770675,958.9374589,1023.065084,1035.522437,1084.98419,1139.051782,1291.268034,1363.674953,1283.65987,1320.702265,1335.700853,1296.575035
Mauritania,MRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2639.022439,2705.804198,2747.316723,2901.900111,2800.565225,3061.197716,3216.243586,3061.111463,3101.703082,3178.819683,3041.070225,3000.574666,3005.950733,3183.318166,3328.106401,3621.091556,4290.197487,4196.500159,4142.722344,4058.740888,4092.078814,4225.571262,4262.063697,4481.251842,4295.051489,4200.152563,4700.106262,5077.185987,5163.499019,5416.856114,5256.874547
Mauritius,MUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4946.528685,5283.288313,5680.382536,6038.472407,6333.217086,6685.520676,7115.206162,7554.371324,8018.503889,8241.220605,9027.425525,9459.232145,9696.478907,10386.3468,11058.2433,11536.87669,12406.32643,13407.97742,14353.11306,14902.35421,15698.52215,16653.2438,16963.51124,17866.30682,18488.04679,19229.83549,20701.21897,21415.11611,22741.35132,23837.46924,20538.69491
